EmployeeID,EmployeeName,Age,Gender,Department,JobRole,EducationField,Education,MonthlyIncome,HourlyRate,DailyRate,YearsAtCompany,YearsInCurrentRole,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,PerformanceRating,RelationshipSatisfaction,BusinessTravel,MaritalStatus,DistanceFromHome,OverTime,PercentSalaryHike,TrainingTimesLastYear,StockOptionLevel,JobInvolvement,Attrition,JoiningDate
EMP2407,Karen Garcia,42.0,female,Research & Development ,Marketing Specialist,Marketing,5,8511.0,74,188,16.0,2,13,,9,4.0,4,2.0,3.0,1,Travel_Rarely,Married,4,Yes,14,1,1,3,N,2015-11-25
EMP6522,Patricia Taylor,--,Male,Research & Development,Manager,Human Resources,3,6074.0,63,1330,,2,14,17.0,2,3.0,1,3.0,3.0,2,Travel_Rarely,Single,25,Yes,11,3,0,2,No,4/25/2015
EMP1994,Susan White,50.0,Female,,HR Representative,Medical,2,12736.0,48,733,18.0,12,11,,8,1.0,2,1.0,3.0,4,Non-Travel,Divorced,10,No,22,3,2,4,Yes,--
EMP1276,Patricia Wilson,,M,,Director,Marketing,2,"5,000",76,255,32.0,0,16,14.0,7,1.0,2,1.0,3.0,3,Travel_Rarely,Divorced,24,,21,5,2,1,No,2010-10-04
EMP6726,Jessica Taylor,42.0,Female,IT dept,Director,Technical Degree,3,4130.0,64,1343,31.0,2,8,3.0,8,4.0,2,3.0,3.0,1,Non-Travel,Married,10,YES,15,5,1,2,No,2021-09-05
EMP8103,Ashley Allen,22.0,Male,Marketing,HR Representative,Other,4,12531.0,95,791,6.0,1,5,25.0,4,3.0,1,3.0,4.0,1,Non-Travel,Divorced,23,Yes,12,5,1,1,No,unknown
EMP7049,  Christopher Young   $$,57.0,Male,,Manager,Technical Degree,5,18879.0,37,517,4.0,3,2,,1,2.0,3,4.0,3.0,4,Non-Travel,divorced,6,No,20,5,3,4,No,10/28/2014
EMP5460,Anthony Brown,49.0,F,R & D,,Medical,3,4872.0,65,311,12.0,4,9,40.0,1,4.0,1,2.0,,1,Travel_Rarely,MARRIED,2,Yes,13,6,2,3,NO,
EMP1738,Joseph Garcia,39.0,M,Marketing,Manager,Marketing,1,6239.0,52,387,5.0,3,4,,9,1.0,1,3.0,3.0,2,Travel_Frequently,Single,13,Yes,20,0,2,1,No,2012/8/22
EMP3350,David Garcia,51.0,Male,IT,HR Representative,Other,4,10525.0,48,721,2.0,3,0,4.0,5,4.0,1,2.0,4.0,3,Non-Travel,Single,5,Yes,12,6,2,4,No,2023/2/1
EMP2329,Betty Jackson,35.0,M,research and development,Marketing Specialist,Human Resources,2,9581.0,85,157,5.0,0,5,5.0,0,1.0,4,1.0,3.0,2,Non-Travel,Married,14,NO,12,4,2,2,No,N/A
EMP3411,Sarah Garcia,55.0,Female,Finance,Sales Executive,Other,5,7286.0,84,151,3.0,1,0,19.0,3,4.0,4,1.0,3.0,1,Travel_Frequently,Divorced,7,No,21,5,2,3,Yes,unknown
EMP8907,Margaret Garcia,42.0,Female,Operations,Manager,Human Resources,4,9529.0,55,1173,17.0,3,14,13.0,4,1.0,2,,3.0,4,Travel_Rarely,Divorced,1,No,15,3,0,4,No,10 Jan 2013
EMP4194,John Thompson,,female,IT,Manager,Technical Degree,1,3175.0,86,1389,32.0,1,9,13.0,8,3.0,4,3.0,4.0,1,Travel_Frequently,Single,30,Yes,11,6,1,3,N,2024-02-11
EMP1210,Michael Thompson,33.0,Male,Finance,Operations Lead,Technical Degree,4,14800.0,100,1305,34.0,18,3,13.0,2,1.0,1,2.0,3.0,3,Travel_Rarely,DIVORCED,10,Yes,17,5,2,2,1,N/A
EMP8157,Jessica Allen,18.0,Male,research and development,Director,Technical Degree,5,17171.0,97,1038,34.0,14,3,20.0,3,1.0,3,1.0,3.0,4,Travel_Rarely,Divorced,15,Yes,13,5,0,3,No,unknown
EMP4706,Karen Davis,36.0,mAle,Research & Development,HR Representative,Medical,3,16060.0,70,1340,34.0,13,1,25.0,8,1.0,1,3.0,3.0,2,Non-Travel,Divorced,9,Yes,21,2,1,4,No,unknown
EMP7761,Anthony Martin,34.0,Male,Finance,HR Representative,Life Sciences,1,14686.0,32,1125,25.0,18,9,35.0,1,1.0,3,,3.0,3,Travel_Rarely,Divorced,30,YES,11,5,0,4,Yes ,N/A
EMP7981,Patricia Harris,52.0,f,Human Resources,,Technical Degree,1,6764.0,42,845,26.0,6,5,,2,4.0,2,1.0,4.0,2,Travel_Rarely,Married,24,Yes,24,4,3,2,No,16 Feb 2011
EMP2506,David Moore,58.0,Male,Marketing,Sales Executive,Technical Degree,3,19062.0,75,903,29.0,15,7,9.0,6,3.0,2,3.0,,2,Travel_Frequently,Single,25,No,23,0,2,4,No,2012-10-02
EMP8878,William Harris,29.0,Male,Human Resources,Operations Lead,Technical Degree,1,5116.0,92,796,,18,5,15.0,3,4.0,4,4.0,4.0,1,Travel_Rarely,Married,8,Yes,25,1,3,4,No,12-6-2012
EMP1047,Christopher Thomas,22.0,Female,Sales,Manager,Technical Degree,5,14733.0,47,120,20.0,17,10,12.0,4,3.0,1,2.0,3.0,4,Travel_Frequently,divorced,26,no,21,5,1,1,No,N/A
EMP3937,Sandra Young,25.0,Male,Research & Development,HR Representative,Human Resources,4,7518.0,50,146,13.0,7,14,7.0,3,,2,,3.0,4,Non-Travel,MARRIED,3,No,22,3,0,4,No,unknown
EMP7141,Margaret Allen,46.0,Female,Finance,Laboratory Technician,Life Sciences,5,4277.0,40,720,7.0,3,2,,8,2.0,1,3.0,3.0,2,Travel_Frequently,Single,26,Yes,12,2,2,2,No,8 Apr 2024
EMP4425,Lisa Jones,23.0,Male,Human Resources,Operations Lead,Technical Degree,4,12312.0,97,165,13.0,5,6,40.0,2,,4,2.0,3.0,2,Non-Travel,Single,9,No,20,6,0,1,No,2020-04-12
EMP3930,Jessica Williams,44.0,Male,Marketing,Sales Executive,Medical,3,17054.0,75,392,11.0,10,11,39.0,3,1.0,2,,3.0,3,Travel_Frequently,married,20,No,22,5,2,2,Yes,19-11-2010
EMP3759,  Mark Miller   ,34.0,FEMALE,Finance,,Other,5,5869.0,34,944,34.0,15,12,33.0,8,,1,3.0,3.0,2,Travel_Rarely,Single,8,Yes,11,3,1,2,N,--
EMP6876,John Thomas,47.0,Female,Operations,Laboratory Technician,Life Sciences,5,1779.0,40,626,35.0,7,4,20.0,4,1.0,1,2.0,3.0,1,Travel_Frequently,Single,21,No,20,3,1,4,no ,--
EMP5060,Michael Thompson,37.0,Female,Operations,Director,Life Sciences,3,8062.0,83,988,4.0,0,3,38.0,9,,4,4.0,3.0,2,Travel_Rarely,Single,24,Yes,18,6,1,3,No,
EMP1056,Joseph Thompson,36.0,Female,,,Marketing,2,10024.0,52,689,6.0,4,0,18.0,6,,4,,3.0,4,Travel_Rarely,Married,20,No,11,4,3,2,No,unknown
EMP3531,William Anderson,26.0,FEMALE,Sales,Software Engineer,Technical Degree,1,2051.0,59,1220,8.0,7,5,,5,3.0,3,1.0,3.0,2,Travel_Frequently,Single,8,Yes,23,0,2,4,No,3/11/2011
EMP3658,Susan Taylor,,Male,,Marketing Specialist,Technical Degree,1,11438.0,74,1078,6.0,1,6,11.0,8,3.0,1,4.0,3.0,2,Travel_Frequently,Divorced,4,No,24,5,1,2,No,N/A
EMP6780,Linda Wilson,21.0,Female,Sales,Marketing Specialist,Marketing,5,15359.0,71,1162,11.0,2,1,3.0,5,3.0,3,4.0,3.0,4,Travel_Frequently,Married,5,Yes,19,1,3,2,N,2017/1/11
EMP7933,Joseph Taylor,,Male,,Director,Technical Degree,4,12549.0,55,211,15.0,15,7,,1,4.0,4,3.0,4.0,2,Travel_Frequently,Single,24,No,12,0,3,4,Yes ,6/25/2019
EMP1950,Karen Wilson,56.0,FEMALE,Research & Development,Software Engineer,Technical Degree,4,19310.0,39,679,5.0,3,4,12.0,4,1.0,1,1.0,3.0,4,Travel_Rarely,Divorced,23,Yes,22,3,2,4,No,2013-06-11
EMP5823,Sarah Allen,32.0,Male,Research & Development,Software Engineer,Other,5,5470.0,51,1029,26.0,13,13,14.0,0,4.0,3,4.0,3.0,1,Travel_Frequently,Single,21,Yes,13,0,1,2,Yes,2015-01-16
EMP8602,Karen Jones,32.0,Female,Sales ,Marketing Specialist,Human Resources,2,,59,245,15.0,4,3,28.0,0,3.0,3,4.0,4.0,3,Travel_Rarely,Single,15,No,22,0,3,4,No,
EMP1415,Nancy Harris,42.0,Male,,,Medical,2,15928.0,43,226,0.0,1,1,36.0,0,1.0,1,1.0,3.0,4,Travel_Rarely,Single,30,Yes,24,4,2,4,N,--
EMP1247,Ashley Wilson,48.0,Male,Research & Development,Manager,Marketing,4,"5,000",71,760,29.0,11,15,35.0,6,,4,4.0,3.0,3,Non-Travel,Married,21,No,24,1,1,1,No,N/A
EMP3708,Richard Thomas,,male,Marketing,Financial Analyst,Medical,4,18546.0,98,371,20.0,16,1,6.0,8,1.0,4,1.0,3.0,1,Travel_Frequently,Married,2,Yes,22,2,0,2,n,N/A
EMP2285,Richard Wilson,53.0,m,Human Resources,Software Engineer,Technical Degree,4,14777.0,52,197,6.0,1,3,10.0,7,1.0,3,1.0,3.0,2,Non-Travel,Single,23,Y,15,4,1,3,Yes,2021-12-25
EMP2524,Nancy Johnson,20.0,Male,R&D,,Marketing,3,10110.0,96,1111,7.0,8,2,,4,4.0,1,3.0,3.0,3,Non-Travel,Single,30,Yes,23,0,1,2,No,14-3-2020
EMP7862,Joseph Thompson,60.0,Female,research and development,Manager,Other,1,18153.0,79,195,26.0,11,17,7.0,7,1.0,2,3.0,3.0,4,Non-Travel,DIVORCED,30,Yes,22,2,2,2,1,N/A
EMP3844,Ashley Young,51.0,Female,Marketing,Manager,Other,3,14165.0,98,495,3.0,1,2,,0,2.0,4,1.0,4.0,1,Travel_Frequently,Married,27,Yes,13,0,1,4,Yes,
EMP8118,Richard Wilson,18.0,Female,,Sales Executive,Human Resources,1,,52,491,27.0,16,14,19.0,5,3.0,2,2.0,3.0,1,Non-Travel,Divorced,13,Yes,18,6,2,1,Y,--
EMP2763,Nancy Jones,42.0,m,IT dept,Financial Analyst,Medical,3,9368.0,55,928,12.0,1,4,10.0,1,1.0,1,1.0,3.0,2,Non-Travel,Divorced,12,Yes,20,4,3,2,No,2019-06-08
EMP5283,  Jennifer Harris   ,19.0,Male,IT dept,Software Engineer,Technical Degree,3,19703.0,56,1357,15.0,6,12,5.0,5,1.0,1,1.0,4.0,2,Travel_Frequently,Married,8,Yes ,13,6,0,4,Yes ,2022/10/6
EMP2757,Daniel Anderson,19.0,Female,Sales,,Medical,1,2350.0,36,849,33.0,11,5,37.0,5,3.0,3,1.0,3.0,4,Travel_Frequently,Married,11,No,20,2,2,3,Yes,14-8-2010
EMP7836,William Thompson,52.0,Male,research and development,HR Representative,Life Sciences,3,8961.0,88,964,12.0,13,13,,5,2.0,4,2.0,3.0,4,Non-Travel,Divorced,28,No,20,3,2,1,No,1/10/2017
EMP5770,Richard Smith??,43.0,Female,Sales,Research Scientist,Human Resources,1,1908.0,45,321,23.0,1,3,27.0,4,3.0,2,2.0,3.0,1,Non-Travel,Single,25,Yes,13,0,2,2,Yes,N/A
EMP2235,Jennifer Jackson,48.0,Female,,Financial Analyst,Other,4,3662.0,88,365,22.0,0,16,9.0,9,1.0,1,2.0,3.0,1,Travel_Frequently,Divorced,9,Yes,23,4,0,1,No,2020/5/28
EMP3463,John Martin,,Female,,Marketing Specialist,Life Sciences,5,9605.0,38,696,7.0,0,7,34.0,5,2.0,3,3.0,3.0,2,Travel_Frequently,Single,12,Yes,25,1,0,1,No,--
EMP6599,John Smith,56.0,Male,IT,Software Engineer,Other,4,1811.0,68,826,4.0,4,0,38.0,4,1.0,2,3.0,3.0,3,Non-Travel,Married,22,Yes,21,2,2,2,no ,unknown
EMP4414,Matthew Moore,59.0,Male,Operations,Manager,Human Resources,5,7262.0,83,490,32.0,13,13,24.0,5,4.0,1,4.0,3.0,1,Non-Travel,Divorced,6,,23,6,1,3,No,2015/7/11
EMP1797,  Karen White   ,41.0,f,Human Resources,Director,Marketing,4,$7251.0,39,777,6.0,2,7,19.0,4,2.0,4,1.0,3.0,2,Travel_Frequently,single,12,Yes,20,0,3,2,No,--
EMP4868,Richard Davis,41.0,Male,Research & Development,,Marketing,3,8478.0,53,650,15.0,9,0,24.0,2,3.0,3,4.0,3.0,1,Travel_Rarely,Divorced,8,No,24,1,1,4,No,N/A
EMP2450,David Brown,45.0,Female,sales dept,Manager,Medical,5,9354.0,86,645,6.0,7,4,4.0,0,2.0,2,1.0,3.0,2,Non-Travel,Divorced,29,No,13,4,2,3,0,
EMP7986,Lisa Moore,,Female,,Operations Lead,Medical,3,4006.0,82,314,13.0,4,11,,8,1.0,2,4.0,4.0,3,Travel_Rarely,Married,6,Yes,12,3,2,2,No,17 Sep 2023
EMP5985,Matthew Miller,41.0,Female,,,Marketing,5,15021.0,77,1122,24.0,6,13,15.0,5,2.0,2,1.0,3.0,4,Travel_Frequently,Single,1,Yes,18,6,3,2,yes,N/A
EMP3831,Richard Johnson,26.0,Male,Marketing,Director,Marketing,2,8032.0,39,863,8.0,6,2,20.0,0,1.0,3,,3.0,1,Travel_Frequently,Single,5,No,11,1,2,3,YES,11-4-2013
EMP8447,Sandra Johnson,58.0,Male,Human Resources,Marketing Specialist,Life Sciences,3,9953.0,51,440,4.0,2,5,,4,2.0,4,1.0,3.0,4,Travel_Frequently,Single,25,Yes,15,5,3,1,No,2013/8/26
EMP4491,Lisa Brown,24.0,Male,IT,Software Engineer,Life Sciences,1,,31,1233,25.0,7,9,28.0,5,4.0,4,,3.0,3,Non-Travel,Married,4,Yes,15,3,0,3,1,18-9-2019
EMP5078,Margaret Allen,57.0,Male,human resources,Financial Analyst,Human Resources,5,4896.0,92,913,29.0,9,2,39.0,9,2.0,1,4.0,3.0,1,Travel_Rarely,single,4,Yes,23,5,1,4,0,2020/11/24
EMP2858,Daniel Moore,53.0,Female,Research & Development,Sales Executive,Other,3,4432.0,47,1373,26.0,7,0,3.0,3,3.0,4,3.0,3.0,3,Non-Travel,Divorced,8,No,22,6,1,2,y,6-6-2024
EMP2263,John Martin,40.0,Male,IT,Sales Executive,Other,3,7522.0,95,829,16.0,5,12,30.0,6,1.0,3,4.0,,3,Travel_Rarely,Married,20,,15,5,1,1,No,
EMP1140,Betty Garcia,53.0,Female,Finance,Director,Technical Degree,2,7043.0,47,1342,17.0,9,6,3.0,3,3.0,4,3.0,3.0,3,Travel_Rarely,married,23,yes,20,6,2,2,NO,3/3/2017
EMP7622,  Betty Thompson   ,29.0,Male,IT dept,Software Engineer,Other,1,$13587.0,75,602,24.0,10,13,,0,3.0,4,1.0,4.0,4,Travel_Frequently,Single,16,0,13,4,1,3,No,2023-06-27
EMP3346,Ashley Jackson,34.0,Female,Human Resources,HR Representative,Human Resources,3,15968.0,64,131,35.0,2,13,16.0,6,,4,3.0,,1,Travel_Frequently,DIVORCED,20,Yes,25,5,0,1,No,N/A
EMP2789,Nancy Miller,25.0,m,research and development,,Human Resources,4,3460.0,63,1261,22.0,11,12,15.0,0,1.0,4,4.0,3.0,3,Travel_Frequently,Married,30,NO,25,5,0,2,No,6/16/2013
EMP1901,Patricia Davis,20.0,Female,Sales,Operations Lead,Other,5,14352.0,47,993,21.0,11,1,4.0,7,4.0,1,2.0,3.0,4,Non-Travel,Married,6,NO,15,6,2,1,No,12-9-2020
EMP8235,Christopher Allen,21.0,Female,Sales,Sales Executive,Life Sciences,4,9486.0,94,1046,8.0,7,8,18.0,5,2.0,3,2.0,3.0,4,Travel_Rarely,Single,24,no,21,1,3,3,No,
EMP8965,Betty Jackson,29.0,FEMALE,HR,Director,Marketing,3,7854.0,68,1144,10.0,1,11,3.0,4,4.0,1,1.0,3.0,3,Travel_Frequently,Single,15,No,20,2,1,4,No,N/A
EMP8309,Barbara Taylor,49.0,Female,Sales,Laboratory Technician,Life Sciences,2,,33,392,,5,4,34.0,7,1.0,4,4.0,3.0,4,Travel_Frequently,Divorced,26,,20,4,2,2,Yes,17 Oct 2023
EMP8171,Thomas Taylor,23.0,Female,R & D,Financial Analyst,Technical Degree,3,5572.0,43,117,29.0,9,2,20.0,4,3.0,4,4.0,3.0,3,Travel_Rarely,Single,20,Yes,19,5,2,4,NO,9/21/2023
EMP1181,  Robert Martin   ,26.0,Male,Marketing,Marketing Specialist,Technical Degree,4,,65,322,30.0,15,14,29.0,8,3.0,4,2.0,3.0,4,Non-Travel,Divorced,21,Y,14,5,3,2,No,18-8-2011
EMP2589,  Robert Wilson   ,28.0,Male,Research & Development,,Technical Degree,1,14015.0,34,294,9.0,4,10,40.0,9,4.0,2,4.0,3.0,2,Non-Travel,Divorced,22,N,23,1,3,4,no ,N/A
EMP7734,John Wilson,18.0,MALE,,Software Engineer,Technical Degree,3,5238.0,82,576,29.0,10,7,29.0,8,3.0,2,3.0,3.0,4,Travel_Frequently,Single,8,N,24,3,1,2,No,4/11/2024
EMP2665,Anthony Moore,29.0,m,Operations,Software Engineer,Medical,3,4564.0,97,218,,4,6,,8,,4,4.0,3.0,3,Travel_Frequently,Married,2,Yes,23,5,0,1,No,13-6-2010
EMP5457,Susan Anderson,48.0,Male,IT,Software Engineer,Medical,5,4114.0,38,955,7.0,2,1,14.0,1,4.0,1,3.0,3.0,4,Travel_Frequently,divorced,22,No,25,2,0,3,No,unknown
EMP8899,Richard Anderson,23.0,Male,,Operations Lead,Life Sciences,4,$3030.0,100,643,22.0,8,0,,2,2.0,4,4.0,,4,Travel_Frequently,MARRIED,18,No,12,4,3,1,Y,3-1-2014
EMP8398,Sandra White,23.0,Male,,Director,Life Sciences,4,2591.0,46,450,8.0,3,3,38.0,4,3.0,2,,3.0,2,Non-Travel,Single,21,Yes,24,4,2,2,N,N/A
EMP8460,Jessica Thompson,29.0,FEMALE,R & D,Financial Analyst,Other,3,7913.0,51,1352,18.0,0,17,7.0,4,4.0,4,1.0,3.0,1,Travel_Frequently,Married,1,No,22,0,2,2,No,19 Jul 2020
EMP3219,Charles Anderson,46.0,Female,SALES,Sales Executive,Medical,3,12634.0,70,678,11.0,12,5,16.0,8,4.0,2,,3.0,3,Travel_Frequently,Married,23,Yes,16,5,1,1,NO,--
EMP8024,Sarah Brown,48.0,Female,Research & Development,Laboratory Technician,Technical Degree,5,13413.0,91,1190,8.0,7,8,0.0,6,2.0,1,1.0,4.0,4,Non-Travel,Married,30,no,14,6,1,4,No,
EMP2436,Linda Smith,49.0,Female,Research & Development,Financial Analyst,Medical,4,19414.0,53,345,30.0,7,15,5.0,8,4.0,3,,,2,Non-Travel,Divorced,29,Yes ,19,2,2,2,No,N/A
EMP5825,John Jones,24.0,Female,IT,Software Engineer,Marketing,1,19473.0,76,672,12.0,8,5,30.0,0,,3,3.0,3.0,1,Travel_Frequently,Divorced,5,No,23,4,0,3,Yes,26 Sep 2011
EMP6684,Joseph Miller,20.0,Male,Operations,Manager,Medical,5,11849.0,68,748,11.0,8,7,35.0,2,3.0,2,4.0,3.0,1,Non-Travel,MARRIED,11,No,17,3,3,2,No,17-1-2016
EMP6776,Richard Jackson,34.0,Female,Operations,HR Representative,Technical Degree,4,7120.0,87,276,26.0,1,5,,3,3.0,4,1.0,3.0,3,Non-Travel,Married,11,No,16,6,3,4,No,2018/8/23
EMP3397,Nancy Thompson,18.0,M,Finance ,Manager,Life Sciences,4,7470.0,92,575,21.0,11,12,18.0,0,1.0,3,3.0,3.0,3,Travel_Frequently,Single,7,No,11,6,1,1,No,2015/8/21
EMP3099,Barbara Anderson,53.0,Male,Human Resources,Sales Executive,Medical,4,12225.0,83,284,17.0,2,7,36.0,3,3.0,1,4.0,3.0,2,Non-Travel,Divorced,20,No,24,2,2,1,y,1-12-2024
EMP1158,David Davis,50.0,Male,Sales,Laboratory Technician,Marketing,3,2008.0,74,831,32.0,11,3,19.0,5,2.0,2,3.0,3.0,3,Non-Travel,Divorced,17,YES,12,5,2,2,Yes,2023/10/15
EMP3113,Anthony Wilson,,Female,IT,Laboratory Technician,Other,4,2993.0,39,1105,31.0,13,10,1.0,5,1.0,1,4.0,3.0,3,Non-Travel,Divorced,23,Yes,24,0,0,4,No,
EMP2871,Jennifer White,31.0,M,IT,Operations Lead,Life Sciences,2,18121.0,32,929,10.0,1,8,31.0,5,3.0,1,3.0,3.0,2,Travel_Rarely,married,23,Yes,11,1,0,1,Yes,unknown
EMP2145,Jessica Brown,24.0,female,Marketing,Software Engineer,Technical Degree,3,10948.0,97,1158,3.0,4,3,2.0,8,1.0,2,2.0,4.0,3,Non-Travel,single,3,No,13,4,2,2,No,unknown
EMP8225,Karen Taylor,33.0,Female,Human Resources,Research Scientist,Medical,4,14936.0,90,303,26.0,17,10,2.0,5,1.0,2,1.0,3.0,2,Travel_Rarely,Divorced,11,No,18,2,3,2,No,
EMP8784,Margaret Thomas,27.0,Male,Research & Development,Financial Analyst,Life Sciences,3,7532.0,48,733,10.0,7,7,,4,2.0,2,3.0,3.0,1,Travel_Frequently,Single,1,No,11,1,3,2,Yes,11/15/2013
EMP1934,William Brown,41.0,Female,,Marketing Specialist,Life Sciences,1,13196.0,67,544,3.0,0,1,31.0,8,2.0,3,,3.0,1,Travel_Frequently,Divorced,20,No,15,2,3,4,No,15-11-2013
EMP5154,  Ashley Taylor   ,31.0,Female,Sales,Laboratory Technician,Other,2,7951.0,45,679,33.0,3,15,17.0,4,3.0,1,2.0,3.0,4,Travel_Rarely,Single,22,YES,24,6,1,4,Yes,3/22/2010
EMP8350,Jessica Brown,49.0,Female,Finance,,Marketing,4,4042.0,34,660,34.0,5,15,,8,4.0,2,3.0,3.0,2,Travel_Rarely,MARRIED,30,No,11,0,3,2,No,2021-01-26
EMP5063,James Wilson,23.0,male,human resources,Research Scientist,Human Resources,4,4478.0,47,1061,7.0,2,6,36.0,8,2.0,2,4.0,3.0,1,Non-Travel,divorced,6,No,11,3,0,1,No,
EMP8332,John Johnson,20.0,Male,Operations,Laboratory Technician,Other,2,3154.0,95,509,23.0,9,4,11.0,7,4.0,4,1.0,3.0,2,Travel_Rarely,Divorced,19,,24,3,2,2,n,
EMP6088,Daniel Wilson,46.0,female,HR,Sales Executive,Human Resources,5,$12166.0,30,920,25.0,17,2,,2,3.0,4,3.0,3.0,4,Travel_Frequently,Married,14,No,19,2,2,2,No,24-2-2023
EMP4952,Richard Anderson,36.0,Female,Marketing,Financial Analyst,Medical,1,5853.0,61,1198,9.0,2,3,,3,4.0,4,4.0,3.0,3,Non-Travel,Single,16,,22,5,3,4,Y,--
EMP8160,Susan Allen,,Male,Finance,Director,Life Sciences,4,3265.0,91,1083,34.0,2,8,21.0,3,1.0,2,1.0,4.0,2,Non-Travel,Married,7,Y,16,4,0,1,No,2017/3/14
EMP2192,Karen Allen,42.0,Male,Finance ,Software Engineer,Marketing,2,7771.0,55,741,,2,1,23.0,1,,3,2.0,3.0,2,Non-Travel,Married,20,Yes,23,2,0,3,No,N/A
EMP7738,Ashley Davis,38.0,Female,,Manager,Other,5,19305.0,95,1094,,0,1,36.0,3,1.0,1,1.0,3.0,4,Non-Travel,Married,2,No,25,1,0,2,Yes,7-6-2013
EMP3638,Patricia Taylor,59.0,fEmale,Sales,Software Engineer,Technical Degree,4,11229.0,44,658,32.0,17,0,27.0,9,2.0,4,2.0,3.0,4,Non-Travel,Married,24,No,17,5,3,4,0,--
EMP4438,Nancy Martin,18.0,Female,Sales,Research Scientist,Medical,4,4512.0,32,766,21.0,12,16,17.0,7,3.0,3,3.0,4.0,3,Travel_Frequently,Single,7,No,16,3,3,3,Yes ,5/18/2012
EMP7544,David Jones,,Female,human resources,Software Engineer,Other,3,9326.0,84,1323,0.0,0,1,14.0,8,,3,1.0,3.0,3,Travel_Frequently,Married,9,No,12,6,2,4,No,2015/7/20
EMP5801,Mark Jackson,60.0,male,Sales,Laboratory Technician,Human Resources,3,,40,820,23.0,15,12,11.0,5,4.0,1,2.0,4.0,1,Non-Travel,Married,11,No,15,0,3,2,1,N/A
EMP8734,David Davis,46.0,Female,Operations,Laboratory Technician,Human Resources,1,18509.0,42,1127,14.0,10,3,17.0,2,1.0,2,4.0,3.0,1,Travel_Rarely,Divorced,16,yes,12,3,3,4,No,12/23/2011
EMP5401,Sandra Jackson,40.0,Male,Finance,Laboratory Technician,Human Resources,4,9673.0,58,1267,30.0,16,9,15.0,7,2.0,1,1.0,3.0,1,Travel_Rarely,Married,2,Y,11,1,2,4,No,2014/2/19
EMP4834,Michael Thomas,56.0,Male,Sales ,Marketing Specialist,Medical,4,$2619.0,54,261,5.0,6,3,0.0,0,2.0,1,1.0,3.0,1,Travel_Frequently,married,6,no,17,2,2,4,No,2022-11-26
EMP1100,James Thompson,47.0,Male,Human Resources,HR Representative,Medical,4,12710.0,32,1193,1.0,1,0,,9,1.0,2,3.0,3.0,2,Travel_Rarely,Married,28,0,13,0,2,2,no ,--
EMP8125,Betty Wilson,23.0,Male,Human Resources,Financial Analyst,Other,1,6450.0,44,673,11.0,5,0,12.0,7,2.0,2,2.0,3.0,4,Travel_Rarely,Single,5,No,15,5,3,1,No,12/21/2020
EMP6393,Charles Harris,37.0,Male,Finance,Director,Life Sciences,5,9586.0,91,1360,21.0,4,6,8.0,9,1.0,2,,3.0,2,Travel_Frequently,Divorced,2,Y,12,6,1,1,No,--
EMP6638,Mark Johnson,20.0,Male,,Marketing Specialist,Human Resources,2,19323.0,85,238,15.0,3,10,27.0,6,4.0,2,,3.0,1,Non-Travel,married,24,No,17,2,3,4,No,unknown
EMP5610,William Jackson,21.0,Female,IT,Manager,Life Sciences,4,19535.0,93,579,3.0,1,0,30.0,8,1.0,2,1.0,,1,Non-Travel,single,26,No,14,4,1,4,No,6 Oct 2017
EMP2734,  James Miller   ,44.0,FEMALE,Finance,Director,Medical,3,18973.0,71,1314,14.0,9,4,2.0,0,3.0,1,4.0,4.0,3,Travel_Rarely,Married,22,yes,19,1,3,4,no ,2016-07-03
EMP8767,Betty Allen,34.0,Female,Finance,Marketing Specialist,Medical,3,,95,127,2.0,3,3,15.0,7,4.0,4,,4.0,4,Non-Travel,Married,27,No,12,6,1,1,No,16-3-2010
EMP3680,Lisa Johnson,23.0,Female,R&D,,Life Sciences,4,4558.0,97,479,33.0,9,1,8.0,7,2.0,1,2.0,3.0,2,Non-Travel,Married,14,No,16,5,1,3,y,19-10-2016
EMP3705,Ashley Allen,43.0,Male,IT dept,Research Scientist,Technical Degree,4,16089.0,87,420,29.0,15,6,14.0,2,1.0,1,3.0,3.0,4,Travel_Rarely,Single,21,No,24,6,1,1,Yes,
EMP4813,Sandra Jackson,47.0,Female,Marketing,Software Engineer,Human Resources,3,12679.0,46,1157,28.0,14,1,20.0,5,2.0,4,2.0,3.0,2,Travel_Frequently,Divorced,13,No,17,5,0,1,Y,2019/9/14
EMP1885,Joseph Allen,30.0,Female,SALES,Director,Other,2,3890.0,54,830,6.0,1,1,36.0,9,2.0,1,3.0,3.0,1,Travel_Frequently,Married,27,no,16,4,3,3,Yes,2020/5/4
EMP5086,Daniel Harris,48.0,Male,Marketing,Operations Lead,Technical Degree,2,11818.0,96,1206,25.0,13,3,39.0,5,,4,4.0,3.0,2,Non-Travel,Single,12,,18,6,2,1,Yes,--
EMP3827,Linda Thomas,,Male,Sales,Research Scientist,Human Resources,1,19238.0,57,352,0.0,0,0,10.0,6,1.0,3,2.0,3.0,2,Travel_Frequently,Divorced,7,No,20,2,3,3,No,unknown
EMP4611,Joseph Jackson,54.0,Male,R&D,Operations Lead,Technical Degree,1,4706.0,33,430,24.0,9,1,10.0,8,4.0,2,2.0,3.0,3,Non-Travel,SINGLE,15,Yes ,19,1,3,4,y,3/14/2021
